国内央视,#genre#
奇兮兮悄陌,https://live.ottiptv.cc/douyu/953193
小迪迪丶希希,https://live.ottiptv.cc/douyu/12130861
我砸晕了牛顿奥,https://live.ottiptv.cc/douyu/1218414
武侠剧场,https://live.ottiptv.cc/douyu/9285904
飘洋过海来,https://live.ottiptv.cc/douyu/9548850
飞翔的二号树,https://live.ottiptv.cc/douyu/12676058
草帽丶海贼团,https://live.ottiptv.cc/douyu/997925
拥抱丶金秋天,https://live.ottiptv.cc/douyu/12550303
魔术师丶西索,https://live.ottiptv.cc/douyu/6610883
好萌的企鹅393,https://live.ottiptv.cc/douyu/10198644
多发几个思雨,https://live.ottiptv.cc/douyu/7256376
蕃薯粥粥煮好了,https://live.ottiptv.cc/douyu/11878141
过往1908,https://live.ottiptv.cc/douyu/8721095
恨鐵,https://live.ottiptv.cc/douyu/6369954
白马飞飞520,https://live.ottiptv.cc/douyu/11756388
爱看剧的家Fat喵,https://live.ottiptv.cc/douyu/65943
阿园子i,https://live.ottiptv.cc/douyu/6588759
sweet夏有甜,https://live.ottiptv.cc/douyu/4808115
小姐姐不记得,https://live.ottiptv.cc/douyu/3700024
百晓生说剧,https://live.ottiptv.cc/douyu/9649681
Mage冷夜丶,https://live.ottiptv.cc/douyu/1894920
Angela小兔,https://live.ottiptv.cc/douyu/9617766
是个小可爱iiii,https://live.ottiptv.cc/douyu/9650782
小小甜的骑士,https://live.ottiptv.cc/douyu/9236042
荒野视界,https://live.ottiptv.cc/douyu/10675329
分享备用,https://live.ottiptv.cc/douyu/5804577
壹丨哥,https://live.ottiptv.cc/douyu/5692901
小童节,https://live.ottiptv.cc/douyu/12068394
招财猫猫丶,https://live.ottiptv.cc/douyu/11512742
糖糖没有糖啦,https://live.ottiptv.cc/douyu/11490031
善逸丶,https://live.ottiptv.cc/douyu/2067020
火星法拉利,https://live.ottiptv.cc/douyu/7360064
老孙聊游戏,https://live.ottiptv.cc/douyu/2987298
你真像个小丑,https://live.ottiptv.cc/douyu/10730187
illit礼,https://live.ottiptv.cc/douyu/12065549
只去街道口,https://live.ottiptv.cc/douyu/10424994
一只兔叽呀丶,https://live.ottiptv.cc/douyu/7266829
一生titus,https://live.ottiptv.cc/douyu/12065569
姜绒绒,https://live.ottiptv.cc/douyu/9352671
请叫偶承哥,https://live.ottiptv.cc/douyu/11624875
用户8092785756,https://live.ottiptv.cc/douyu/12065570
Aan2619742,https://live.ottiptv.cc/douyu/11753064
特色频道,#genre#
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
莲花卫视,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
莲花卫视,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
1905电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
香港环球卫视,rtmp://play.xghqws.cn/yunqing888/yunqing888?auth_key=1731294000-0-0-0942b140da60167a47c1f2d685f702b2
亚洲卫视,https://fenghuang.tv12.xyz/173.m3u8
重温经典,http://8.138.7.223/tv/cwjd.php
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
欧洲卫视,http://oh.eztv.vip/live/eztv1.m3u8
CCTV1港澳,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
无线功夫,https://cdn6.101.qzz.io/163189/yzwx
无线功夫,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
八度空间,http://cdn6.163189.xyz/163189/8tv
NOW新闻台,http://cdn.163189.xyz/163189/now
五星体育,https://cdn3.163189.xyz/163189/wxty
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd
第一财经,https://cdn3.163189.xyz/163189/dycj
CHU,http://cdn6.163189.xyz/163189/chu
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN记录片,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN记录片,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CHC影迷电影,http://max.token.itv888.vip:2052/live/fetch/l_150900?token=eb7c50f26300c8376cba18c51d0dcebe%3A3c0df17a545b4c2ff7f1a482a921003e&key=550e1ce0c6d5e8bca556a460eceaf2fc%3A605ad7d5d64124cd9775641b53458910b68737db10c789a712e580094585a28aceadcb7d3d1715513ad030c1954cca319b2d9597c6fc98d527ffc01cc8fbd7ea780497f393ccf62edcb5b9d928b0df65636e4dc48606490c008580180a2a3f8fdc0e100af2d7c64be3781306de900d600af527b004d476cad99f86f1dafe50a714b1ffb348e3528992208b01b685f6f146c43eafc283fae751803687b29a22d2e90a07c6a5db136b444d3c52ff42ee7e3fd3233924b4bfc1ab1a6738ebef748aad839d734419f6ae3328fd0e0fc2cb50413a253ea90283002b6664c6821c82cbffc7ff2a2df7fb3b5244107ea3cb0983b80c8b853f48316e919f78d0c92550aa83d4392642d3eb69e2a25e7919ff3a5bb9f4dbfd362d2a3e8805684bdda9642e39dabab9c4688a0a8acd76f4789d4241&clientIp=240e%3A3a1%3A4a97%3A6000%3A3114%3A72d0%3A7770%3A3ea9
CHC动作电影,http://max.token.itv888.vip:2052/live/fetch/l_150901?token=764b09240e42e45323f7b7c5516b6762%3Ad65ab7e960232b4002cb46f46a813fbc&key=325ba7c9ccfeb53cf7af222827a4a840%3Aeacd9302d05a6b6be0ead9c440f20ad937c4fa11e12091d0b4f10fab75c6e2ec0fd18e3755b9662196f1da39459202401553cb50356c82f83280301362de985ceb5cab54e3ba2f5a7b2ca1ae7db04bd96d0a970652bfb87701d1caf423ff16b4261d74c9c1fee5d9e5aa4769c5bc35736d19188911a73659390b066d865949722e510c0ce5d62214ce88acbbb4bcf02fe7a0ca26ded6c05066de30627663cc624f47d87ba88026a5230893b418becc7f82f2f1844e1398370c01a2a7b1c29e6a16fb1f7e4881e1949950dbb4ab1185dce86180c1592a1c9c4647601d76daf35e440dd6af9768c6f4762036be69505c48f1a4652741535cf08b120e21fc43f48407dd63e56fedd3977db1954d971cfaa3be0a44d730ea97f9ec8b5d05cfecb1e78e54758ebfffae96b5fb139d29d32b1e&clientIp=240e%3A3a1%3A4a97%3A6000%3A3114%3A72d0%3A7770%3A3ea9
CHC家庭影院,http://max.token.itv888.vip:2052/live/fetch/l_150902?token=998c73279cf949d76277bae6a7555871%3Ad3ca2bc8ee2474c576ae819949f43d63&key=9c3bd9b01a07624caad40f3c379a401c%3A299dd84ff3c9869c14d81f66c7a2d7633f41fbecc7ef153be6a3b13ea3231359b65b6ae10f42cd2bd9d38325a7c3bc759e081798b1d946f755a288e13e8c71d816c7802e1225640b81c5a65481a8d8fcd77b83969b0f95c200e8dbadc14a7808a5f1e42cc19eec5a36996f8fd9dafdd5e085e870d8954fa73b5e9a52982740425518a6fbd944434f550576d1ee412c0b3b05a68aadb257828e330c54a03122e8e919477b1986a37e397f780f1d798fb9408cd5ac325b05c98f925304471d9daf8f9503e37685dd8941b9541163c310ed7dd7fe52293d483602174c9a2b1544767b1a7c3ef69a0fdeefc27c60cc0a26a0e718c881906508f2162d751c021523326d7cdc05b8441d2a76c2be6fce90f8e80a409afdc1510cf84ccfcce412e64751f21cf2f0d8a3b0940377002144bd67d5&clientIp=240e%3A3a1%3A4a97%3A6000%3A3114%3A72d0%3A7770%3A3ea9
CHC动作电影,http://116.162.127.31:2380/hw1live.rxip.sc96655.com.huan.tv/live/wqCHCdzdyH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CHC影迷电影,http://116.162.127.31:2380/hw1live.rxip.sc96655.com.huan.tv/live/lnwsCHC-HDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CHC家庭影院,http://116.162.127.31:2380/hw1live.rxip.sc96655.com.huan.tv/live/jbtygqCHCjtyyH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
CHC影迷电影,http://168250.xyz:1111/rtp/239.5.1.51:5000
CHC家庭影院,http://168250.xyz:1111/rtp/239.5.1.50:5000
CHC动作电影,http://168250.xyz:1111/rtp/239.5.1.52:5000
翡翠台,https://cdn6.101.qzz.io/163189/fct
翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,rtmp://nowast.net/live/yifatv-jade01
无线新闻,https://cdn6.101.qzz.io/163189/wxxw
无线新闻,http://r.jdshipin.com/CkuBd
hoy77,https://cdn6.101.qzz.io/163189/hoy
hoy77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
TVB,https://cdn6.101.qzz.io/163189/tvbp
明珠,https://cdn6.101.qzz.io/163189/mzt
明珠,http://r.jdshipin.com/jUx8K
明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门莲花,http://cdn6.163189.xyz/163189/amlh
澳视澳门,https://cdn6.101.qzz.io/163189/asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
无线星河,https://cdn6.101.qzz.io/163189/tvbxh
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB娱乐新闻,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVBS,http://test-al-livepull.migucloud.com/live/hktv-kjfhslkdjngnlkdkgjdlkgjrkltjggrtlmagtvbskks.flv
ViuTV,http://r.jdshipin.com/vSJvl
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
Global,https://pubgfc.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/cdbe280e-0aea-4bbe-861f-fd115abcfec7_1080p.m3u8
Taiwan,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
I24,https://bcovlive-a.akamaihd.net/ecf224f43f3b43e69471a7b626481af0/eu-central-1/5377161796001/playlist.m3u8
美国新闻,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
Parliament,https://ptvlive.kordia.net.nz/out/v1/daf20b9a9ec5449dadd734e50ce52b74/index.m3u8
RT,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT,https://rt-rtd.rttv.com/dvr/rtdoc/playlist_4500Kb.m3u8
Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
Wild,https://wildearth-plex.amagi.tv/masterR1080p.m3u8
Trace,https://lightning-tracesport-samsungau.amagi.tv/playlist1080p.m3u8
Страна,http://live.stranafm.cdnvideo.ru/stranafm/stranafm_hd.sdp/playlist.m3u8
Страна,http://live.stranafm.cdnvideo.ru/stranafm/stranafm_hd.sdp/tracks-v1a1/mono.m3u8
Javan,https://rjtvhls.wns.live/hls/stream.m3u8
Hit,https://peer2.tdiradio.com/static/streaming-playlists/hls/bab99862-ec1c-474f-9a02-4f8c8677d565/0.m3u8
Radio,https://peer2.tdiradio.com/static/streaming-playlists/hls/4207de1d-52e8-4591-ad9e-218069b864d1/0.m3u8
Radio,https://peer2.tdiradio.com/static/streaming-playlists/hls/7c3ea8d3-49dc-4e1b-8b1e-dc6fab71f5cf/0.m3u8
TDI,https://peer2.tdiradio.com/static/streaming-playlists/hls/8f5d84ce-e8ac-4109-9975-9665f5605557/master.m3u8
MovieMusic,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/dee3e3af-2706-3e77-a952-91b99f6d1819/5711200/manifest.m3u8
晴天影视,#genre#
CHC家庭影院,p2p://142.54.189.229:2666/64df524500090962059f87e539814f92.ts
CHC动作电影,p2p://142.54.189.229:2666/64df522000028fae059ef5b741fa1d46.ts
CHC高清电影,p2p://142.54.189.229:2666/64df526f0007690e05a02b8862980d8c.ts
凤凰资讯,p2p://142.54.189.229:2666/64df4dbc000cf286058dd1b77e200c8c.ts
TVBS新闻,p2p://142.54.189.229:2666/64df0c5d000a530d048e75f37b155008.ts
东森新闻,p2p://142.54.189.229:2666/64df0db3000d67790493aeaf65c56300.ts
东森洋片,p2p://142.54.189.229:2666/64df13790003d2fa04aa39ae2da01a11.ts
东森电影,p2p://142.54.189.229:2666/64df13a000050e5604aad25477514fbe.ts
东森戏剧,p2p://142.54.189.229:2666/64df12c40004572504a776c51f557ae3.ts
三立新闻,p2p://142.54.189.229:2666/64df114a00089e6504a1b34e5ec80344.ts
三立都会,p2p://142.54.189.229:2666/64df11b100009de604a343a26d5e011f.ts
三立台湾,p2p://142.54.189.229:2666/64df120c000d1ba704a4aa47660f072a.ts
年代新闻,p2p://142.54.189.229:2666/64df11830008ea4904a2921502394fe8.ts
台视,p2p://142.54.189.229:2666/64df1280000382f804a66cf66f723cd5.ts
非凡商业,p2p://142.54.189.229:2666/64df45be00022c98056e96c83cf40f33.ts
八大戏剧,p2p://142.54.189.229:2666/64df42c10009db1b0562ec745e7901e2.ts
东风,p2p://142.54.189.229:2666/64df454c000c128a056cdc0835e81587.ts
华艺中文台,p2p://142.54.189.229:2666/64df12f700010de304a83d325efd0c7f.ts
亚洲旅游,p2p://142.54.189.229:2666/64df458d0000b197056dd70234661fa7.ts
好莱坞电影,p2p://142.54.189.229:2666/64df134600097ad804a973ed5c03697a.ts
都市剧场,p2p://142.54.189.229:2666/64e0cecc0002f9900b6df5b72ec12ee7.ts
精彩影视,p2p://142.54.189.229:2666/64e0ce310005eaad0b6b98fa39b36cb2.ts
纬来电影,p2p://142.54.189.229:2666/64df13210009342a04a8e3556bf668f8.ts
纬来综合,p2p://142.54.189.229:2666/64df43e300075980056758a83a2b540c.ts
纬来日本,p2p://142.54.189.229:2666/64df443f00095d370568c085157977f8.ts
纬来戏剧,p2p://142.54.189.229:2666/64df437200095ddd05659fbd043c428f.ts
纬来体育,p2p://142.54.189.229:2666/64df434b000e4fa8056508ad7eb544f1.ts
纬来育乐,p2p://142.54.189.229:2666/64df43ac00074b2b056681d0209227db.ts
AXN,p2p://142.54.189.229:2666/64df122d0005c00804a5294b00f52204.ts
BBC,p2p://142.54.189.229:2666/64df446d0008ef2005697425049e4588.ts
CNN,p2p://142.54.189.229:2666/64df44980009ee7c056a1c5c030731c7.ts
CINEMAX,p2p://142.54.189.229:2666/64df5bda0009868805c4f60d115c76bc.ts
HBO,p2p://142.54.189.229:2666/64df12580002b58d04a5d077677d6597.ts
HBO,p2p://142.54.189.229:2666/64df45eb000de73e056f498e2cb767d8.ts
HBO,p2p://142.54.189.229:2666/64df46550004bc4d0570e54c39ee24dd.ts
HBO,p2p://142.54.189.229:2666/64df46220007117705701eb010a05e11.ts
MOMO親子,p2p://142.54.189.229:2666/64df44f10007b01e056b776826a703aa.ts
NICK,p2p://142.54.189.229:2666/64df5c370009277b05c661456c657811.ts
晴天P2P1,#genre#
私人影院频道,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
Now新闻频晴,P2p://starvod.xyz:19806/d0ba9cc570654f6d958809d4c3f8931d.ts
无线新闻频晴,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
无线生活频晴,P2p://starvod.xyz:19806/f4650e7cb54645f79ea52469b84ef3c4.ts
无线娱乐频晴,P2p://starvod.xyz:19806/c6994957df9e4488bfb1c462db442f61.ts
无线星河频晴,P2p://starvod.xyz:19806/52d013423e304854a4980bd64c0015ae.ts
无线千禧频晴,P2p://starvod.xyz:19806/8cf149d3490640d298e3bce48cd0e8ae.ts
无线功夫频晴,P2p://starvod.xyz:19806/6043814031384523bc272f4f87aeb298.ts
无线粤片频晴,P2p://starvod.xyz:19806/04fd1cf947634341813b484f497ecbbc.ts
无线戏曲频晴,P2p://starvod.xyz:19806/38b743244a7b4812a4e54b0d32910647.ts
无线亚剧频晴,P2p://starvod.xyz:19806/4eab17c6f15b475696bcb51b61233345.ts
无线少儿频晴,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
黄金翡翠频晴,P2p://starvod.xyz:19806/d6964956395e43d1a62e6166706f7fcf.ts
无线赛马频晴,P2p://starvod.xyz:19806/ad27c96a4bca4e61be7b4b2ba07368fc.ts
有线赛马频晴,P2p://starvod.xyz:19806/72740144b3744949b05bd0220bd4c231.ts
澳门莲花频晴,P2p://starvod.xyz:19806/68679bdf00060084a4fd42af6a261d1a.ts
星空卫视频晴,P2p://starvod.xyz:19806/913e258484624493a5a6d960500b30cc.ts
天映经典频晴,P2p://starvod.xyz:19806/4eebafee9ada46c9b959fe48a6baf682.ts
pₒₚc电影频晴,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
美亚电影频晴,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影频晴,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
私人影院频晴,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
爱奇艺综频晴,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
八度空间频晴,P2p://starvod.xyz:19806/ae2ec19c582f4a07baa35b40f91b4239.ts
Ftv_城市频晴,P2p://starvod.xyz:19806/2b3efa01d8bf4c7fbbef69911802df3f.ts
Ftv1时代东晴,P2p://starvod.xyz:19806/e485c2b5af154a638d9d54d10dcb73d9.ts
Ftv1时代西晴,P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
Ftv2时代频晴,P2p://starvod.xyz:19806/dd3cb3133b9d4ab38fb4b2c321a727a2.ts
thrill电影频晴,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
中天亚洲频晴,P2p://starvod.xyz:19806/cd11642fed21436aae33a4a2ad34d222.ts
中视经典频晴,P2p://starvod.xyz:19806/c523db6b2af648daa7c4c6bc2b8b4fa0.ts
民视第一频晴,P2p://starvod.xyz:19806/6a62462b09e141a289c6882ef0ae3d6d.ts
民视闽语频晴,P2p://starvod.xyz:19806/0ad1202aa2fe4fb4872479db5e384e46.ts
台视财经频晴,P2p://starvod.xyz:19806/0817341552e94d809c49a1a48598b8f1.ts
台视综合频晴,P2p://starvod.xyz:19806/c37a6ec58dd140ccab0e25b94849ee06.ts
寰宇闽南频晴,P2p://starvod.xyz:19806/afe7794ac5bf40ba96830dd97318be8c.ts
tvbs亚洲频晴,P2p://starvod.xyz:19806/62e69ecfa7ad4edfa092d77d9a9347d1.ts
tvbs精采频晴,P2p://starvod.xyz:19806/e9b905add7be4a3abd0a1993053ab547.ts
龙华偶像频晴,P2p://starvod.xyz:19806/b3c35c2e01d44a31b17efef0af0ebc64.ts
龙华戏剧频晴,P2p://starvod.xyz:19806/6a6681f04fcc4478886cded08a10c658.ts
采昌影剧频晴,P2p://starvod.xyz:19806/33264996f0c14a369140623dca66da43.ts
数位电影频晴,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
靖天电影频晴,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
靖天戏剧频晴,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画频晴,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯频晴,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合频晴,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际频晴,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本频晴,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
晴天P2P2,#genre#
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
Now新闻,P2p://starvod.xyz:19806/d0ba9cc570654f6d958809d4c3f8931d.ts
无线娱乐,P2p://starvod.xyz:19806/c6994957df9e4488bfb1c462db442f61.ts
无线千禧,P2p://starvod.xyz:19806/8cf149d3490640d298e3bce48cd0e8ae.ts
无线粤片,P2p://starvod.xyz:19806/04fd1cf947634341813b484f497ecbbc.ts
无线戏曲,P2p://starvod.xyz:19806/38b743244a7b4812a4e54b0d32910647.ts
无线亚剧,P2p://starvod.xyz:19806/4eab17c6f15b475696bcb51b61233345.ts
无线少儿,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
黄金翡翠,P2p://starvod.xyz:19806/d6964956395e43d1a62e6166706f7fcf.ts
无线赛马,P2p://starvod.xyz:19806/ad27c96a4bca4e61be7b4b2ba07368fc.ts
有线赛马,P2p://starvod.xyz:19806/72740144b3744949b05bd0220bd4c231.ts
天映经典,P2p://starvod.xyz:19806/4eebafee9ada46c9b959fe48a6baf682.ts
pₒₚc电影,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
爱奇艺综,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
八度空间,P2p://starvod.xyz:19806/ae2ec19c582f4a07baa35b40f91b4239.ts
Ftv_城市,P2p://starvod.xyz:19806/2b3efa01d8bf4c7fbbef69911802df3f.ts
Ftv1时代东晴,P2p://starvod.xyz:19806/e485c2b5af154a638d9d54d10dcb73d9.ts
Ftv1时代西晴,P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
Ftv2时代,P2p://starvod.xyz:19806/dd3cb3133b9d4ab38fb4b2c321a727a2.ts
thrill电影,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
民视闽语,P2p://starvod.xyz:19806/0ad1202aa2fe4fb4872479db5e384e46.ts
台视财经,P2p://starvod.xyz:19806/0817341552e94d809c49a1a48598b8f1.ts
台视综合,P2p://starvod.xyz:19806/c37a6ec58dd140ccab0e25b94849ee06.ts
寰宇闽南,P2p://starvod.xyz:19806/afe7794ac5bf40ba96830dd97318be8c.ts
tvbs亚洲,P2p://starvod.xyz:19806/62e69ecfa7ad4edfa092d77d9a9347d1.ts
tvbs精采,P2p://starvod.xyz:19806/e9b905add7be4a3abd0a1993053ab547.ts
龙华偶像,P2p://starvod.xyz:19806/b3c35c2e01d44a31b17efef0af0ebc64.ts
采昌影剧,P2p://starvod.xyz:19806/33264996f0c14a369140623dca66da43.ts
数位电影,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
靖天戏剧,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
靖天育乐,P2p://starvod.xyz:19806/9dfcf4658000439aadcf1feb841a8887.ts
ELta影剧,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
EYE-戏剧,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
SMARt知识晴,P2p://starvod.xyz:19806/91503615eaa2416b929e56f178be5100.ts
韩国娱乐,P2p://starvod.xyz:19806/10ec27f261d74e86919383fdb6da355c.ts
无线新闻,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
无线生活,P2p://starvod.xyz:19806/f4650e7cb54645f79ea52469b84ef3c4.ts
无线星河,P2p://starvod.xyz:19806/52d013423e304854a4980bd64c0015ae.ts
无线功夫,P2p://starvod.xyz:19806/6043814031384523bc272f4f87aeb298.ts
澳门莲花,P2p://starvod.xyz:19806/68679bdf00060084a4fd42af6a261d1a.ts
星空卫视,P2p://starvod.xyz:19806/913e258484624493a5a6d960500b30cc.ts
美亚电影,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
中天亚洲,P2p://starvod.xyz:19806/cd11642fed21436aae33a4a2ad34d222.ts
晴天P2P3,#genre#
pₒₚc电影,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
美亚电影,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
thrill电影,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
数位电影,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
壹电影,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
Now新闻【p2p】源,P2p://starvod.xyz:19806/d0ba9cc570654f6d958809d4c3f8931d.ts
无线新闻【p2p】源,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
无线生活【p2p】源,P2p://starvod.xyz:19806/f4650e7cb54645f79ea52469b84ef3c4.ts
无线娱乐【p2p】源,P2p://starvod.xyz:19806/c6994957df9e4488bfb1c462db442f61.ts
无线星河【p2p】源,P2p://starvod.xyz:19806/52d013423e304854a4980bd64c0015ae.ts
无线千禧【p2p】源,P2p://starvod.xyz:19806/8cf149d3490640d298e3bce48cd0e8ae.ts
无线功夫【p2p】源,P2p://starvod.xyz:19806/6043814031384523bc272f4f87aeb298.ts
无线粤片【p2p】源,P2p://starvod.xyz:19806/04fd1cf947634341813b484f497ecbbc.ts
无线戏曲【p2p】源,P2p://starvod.xyz:19806/38b743244a7b4812a4e54b0d32910647.ts
无线亚剧【p2p】源,P2p://starvod.xyz:19806/4eab17c6f15b475696bcb51b61233345.ts
无线少儿【p2p】源,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
黄金翡翠【p2p】源,P2p://starvod.xyz:19806/d6964956395e43d1a62e6166706f7fcf.ts
无线赛马【p2p】源,P2p://starvod.xyz:19806/ad27c96a4bca4e61be7b4b2ba07368fc.ts
有线赛马【p2p】源,P2p://starvod.xyz:19806/72740144b3744949b05bd0220bd4c231.ts
澳门莲花【p2p】源,P2p://starvod.xyz:19806/68679bdf00060084a4fd42af6a261d1a.ts
星空卫视【p2p】源,P2p://starvod.xyz:19806/913e258484624493a5a6d960500b30cc.ts
天映经典【p2p】源,P2p://starvod.xyz:19806/4eebafee9ada46c9b959fe48a6baf682.ts
pₒₚc电影【p2p】源,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
